id,name,aliases,family,data_shape,shape_label,origin_code,origin,universality,depth_tier,areas,subject_tags,tools,sibling_count,siblings
P174,Isopleth map,isarithmic map; contour map,F08 Maps & spatial,S16,Values attached to geography,D,Data-driven,domain-signature,standard,EE,atmospheric;hydrology,metR; gstat; matplotlib.contour,62,Choropleth map;Proportional symbol map;LISA cluster map;Small-multiple map series;Flow map;Metabolic flux map;Enrichment map;Bivariate choropleth;Cartogram;Dot density map;Kernel density surface map;Hexbin map;Connection map;Origin-destination flow map;Isochrone map;Voronoi / Thiessen polygon map;Moran scatterplot;Semivariogram;Kriging interpolation surface;Spatial scan cluster map;Standardised mo
P175,Kernel density surface map,hotspot map,F08 Maps & spatial,S16,Values attached to geography,D,Data-driven,domain-signature,standard,SH;HM,criminology;epidemiology,spatstat; ggplot2::stat_density_2d,62,Choropleth map;Proportional symbol map;LISA cluster map;Small-multiple map series;Flow map;Metabolic flux map;Enrichment map;Bivariate choropleth;Cartogram;Dot density map;Isopleth map;Hexbin map;Connection map;Origin-destination flow map;Isochrone map;Voronoi / Thiessen polygon map;Moran scatterplot;Semivariogram;Kriging interpolation surface;Spatial scan cluster map;Standardised mortality/incide
P176,Hexbin map,tile grid map; tilegram,F08 Maps & spatial,S16,Values attached to geography,D,Data-driven,domain-signature,standard,SH,political-science;human-geography,geogrid; tilegramsR; d3-hexbin,62,Choropleth map;Proportional symbol map;LISA cluster map;Small-multiple map series;Flow map;Metabolic flux map;Enrichment map;Bivariate choropleth;Cartogram;Dot density map;Isopleth map;Kernel density surface map;Connection map;Origin-destination flow map;Isochrone map;Voronoi / Thiessen polygon map;Moran scatterplot;Semivariogram;Kriging interpolation surface;Spatial scan cluster map;Standardised 
P177,Connection map,great-circle map; desire line map,F08 Maps & spatial,S16,Values attached to geography,D,Data-driven,domain-signature,standard,SH;EE,human-geography;demography,stplanr; ggplot2+sf; geosphere,62,Choropleth map;Proportional symbol map;LISA cluster map;Small-multiple map series;Flow map;Metabolic flux map;Enrichment map;Bivariate choropleth;Cartogram;Dot density map;Isopleth map;Kernel density surface map;Hexbin map;Origin-destination flow map;Isochrone map;Voronoi / Thiessen polygon map;Moran scatterplot;Semivariogram;Kriging interpolation surface;Spatial scan cluster map;Standardised mort
P178,Origin-destination flow map,,F08 Maps & spatial,S16,Values attached to geography,D,Data-driven,domain-signature,standard,SH,human-geography;operations,stplanr; flowmapblue,62,Choropleth map;Proportional symbol map;LISA cluster map;Small-multiple map series;Flow map;Metabolic flux map;Enrichment map;Bivariate choropleth;Cartogram;Dot density map;Isopleth map;Kernel density surface map;Hexbin map;Connection map;Isochrone map;Voronoi / Thiessen polygon map;Moran scatterplot;Semivariogram;Kriging interpolation surface;Spatial scan cluster map;Standardised mortality/inciden
P179,Isochrone map,travel-time map,F08 Maps & spatial,S16,Values attached to geography,D,Data-driven,domain-signature,standard,SH;HM,human-geography;health-econ,osrm; r5r; OpenRouteService,62,Choropleth map;Proportional symbol map;LISA cluster map;Small-multiple map series;Flow map;Metabolic flux map;Enrichment map;Bivariate choropleth;Cartogram;Dot density map;Isopleth map;Kernel density surface map;Hexbin map;Connection map;Origin-destination flow map;Voronoi / Thiessen polygon map;Moran scatterplot;Semivariogram;Kriging interpolation surface;Spatial scan cluster map;Standardised mor
P180,Voronoi / Thiessen polygon map,,F08 Maps & spatial,S16,Values attached to geography,D,Data-driven,domain-signature,standard,EE;SH,hydrology;human-geography,deldir; sf::st_voronoi,62,Choropleth map;Proportional symbol map;LISA cluster map;Small-multiple map series;Flow map;Metabolic flux map;Enrichment map;Bivariate choropleth;Cartogram;Dot density map;Isopleth map;Kernel density surface map;Hexbin map;Connection map;Origin-destination flow map;Isochrone map;Moran scatterplot;Semivariogram;Kriging interpolation surface;Spatial scan cluster map;Standardised mortality/incidence 
P181,LISA cluster map,spatial autocorrelation map; Moran cluster map,F08 Maps & spatial,S16,Values attached to geography,D,Data-driven,cross-domain,standard,SH;HM;EE,human-geography;epidemiology,spdep; rgeoda; GeoDa; PySAL,62,Choropleth map;Proportional symbol map;Small-multiple map series;Flow map;Metabolic flux map;Enrichment map;Bivariate choropleth;Cartogram;Dot density map;Isopleth map;Kernel density surface map;Hexbin map;Connection map;Origin-destination flow map;Isochrone map;Voronoi / Thiessen polygon map;Moran scatterplot;Semivariogram;Kriging interpolation surface;Spatial scan cluster map;Standardised mortal
P182,Moran scatterplot,,F08 Maps & spatial,S16,Values attached to geography,D,Data-driven,domain-signature,standard,SH;EE,human-geography;environmental-sci,spdep::moran.plot; PySAL,62,Choropleth map;Proportional symbol map;LISA cluster map;Small-multiple map series;Flow map;Metabolic flux map;Enrichment map;Bivariate choropleth;Cartogram;Dot density map;Isopleth map;Kernel density surface map;Hexbin map;Connection map;Origin-destination flow map;Isochrone map;Voronoi / Thiessen polygon map;Semivariogram;Kriging interpolation surface;Spatial scan cluster map;Standardised mortali
P183,Semivariogram,variogram,F08 Maps & spatial,S16,Values attached to geography,D,Data-driven,domain-signature,standard,EE,soil-science;geology,gstat; geoR; scikit-gstat,62,Choropleth map;Proportional symbol map;LISA cluster map;Small-multiple map series;Flow map;Metabolic flux map;Enrichment map;Bivariate choropleth;Cartogram;Dot density map;Isopleth map;Kernel density surface map;Hexbin map;Connection map;Origin-destination flow map;Isochrone map;Voronoi / Thiessen polygon map;Moran scatterplot;Kriging interpolation surface;Spatial scan cluster map;Standardised mor
P184,Kriging interpolation surface,,F08 Maps & spatial,S16,Values attached to geography,D,Data-driven,domain-signature,standard,EE,soil-science;hydrology;geochemistry,gstat; automap; PyKrige,62,Choropleth map;Proportional symbol map;LISA cluster map;Small-multiple map series;Flow map;Metabolic flux map;Enrichment map;Bivariate choropleth;Cartogram;Dot density map;Isopleth map;Kernel density surface map;Hexbin map;Connection map;Origin-destination flow map;Isochrone map;Voronoi / Thiessen polygon map;Moran scatterplot;Semivariogram;Spatial scan cluster map;Standardised mortality/incidence
P185,Spatial scan cluster map,SaTScan cluster map,F08 Maps & spatial,S16,Values attached to geography,D,Data-driven,domain-signature,standard,HM,epidemiology;public-health,SaTScan; scanstatistics; smerc,62,Choropleth map;Proportional symbol map;LISA cluster map;Small-multiple map series;Flow map;Metabolic flux map;Enrichment map;Bivariate choropleth;Cartogram;Dot density map;Isopleth map;Kernel density surface map;Hexbin map;Connection map;Origin-destination flow map;Isochrone map;Voronoi / Thiessen polygon map;Moran scatterplot;Semivariogram;Kriging interpolation surface;Standardised mortality/inci
P186,Standardised mortality/incidence ratio map,,F08 Maps & spatial,S16,Values attached to geography,D,Data-driven,domain-signature,standard,HM,epidemiology;public-health,SpatialEpi; INLA,62,Choropleth map;Proportional symbol map;LISA cluster map;Small-multiple map series;Flow map;Metabolic flux map;Enrichment map;Bivariate choropleth;Cartogram;Dot density map;Isopleth map;Kernel density surface map;Hexbin map;Connection map;Origin-destination flow map;Isochrone map;Voronoi / Thiessen polygon map;Moran scatterplot;Semivariogram;Kriging interpolation surface;Spatial scan cluster map;La
P187,Satellite / raster imagery map,true-colour composite,F08 Maps & spatial,S16,Values attached to geography,H,"Hybrid (instrument output, software-rendered)",niche,stub,EE,remote-sensing,terra; raster; rasterio; Google Earth Engine,62,Choropleth map;Proportional symbol map;LISA cluster map;Small-multiple map series;Flow map;Metabolic flux map;Enrichment map;Bivariate choropleth;Cartogram;Dot density map;Isopleth map;Kernel density surface map;Hexbin map;Connection map;Origin-destination flow map;Isochrone map;Voronoi / Thiessen polygon map;Moran scatterplot;Semivariogram;Kriging interpolation surface;Spatial scan cluster map;St
P188,Spectral index map,NDVI / EVI / NDWI map,F08 Maps & spatial,S19,Spectrum (intensity vs ordered index),H,"Hybrid (instrument output, software-rendered)",domain-signature,standard,EE;LS,remote-sensing;plant-science,terra; Google Earth Engine; rasterio,39,Power spectral density plot;Wavelet scalogram;Waterfall plot (stacked traces);Optical absorption spectrum;Fluorescence emission/excitation spectrum;Excitation-emission matrix contour;Infrared / FTIR spectrum;Raman spectrum;Circular dichroism spectrum;1-D NMR spectrum;Mass spectrum;MS/MS annotated fragment spectrum;Mirror plot (spectral match);Total ion chromatogram;Extracted ion chromatogram;HPLC 
P189,Land cover classification map,,F08 Maps & spatial,S16,Values attached to geography,D,Data-driven,domain-signature,standard,EE,remote-sensing;environmental-sci,terra; randomForest; GEE,62,Choropleth map;Proportional symbol map;LISA cluster map;Small-multiple map series;Flow map;Metabolic flux map;Enrichment map;Bivariate choropleth;Cartogram;Dot density map;Isopleth map;Kernel density surface map;Hexbin map;Connection map;Origin-destination flow map;Isochrone map;Voronoi / Thiessen polygon map;Moran scatterplot;Semivariogram;Kriging interpolation surface;Spatial scan cluster map;St
P190,Digital elevation model / hillshade,,F08 Maps & spatial,S16,Values attached to geography,H,"Hybrid (instrument output, software-rendered)",domain-signature,standard,EE,physical-geography;geology,terra; whitebox; rayshader,62,Choropleth map;Proportional symbol map;LISA cluster map;Small-multiple map series;Flow map;Metabolic flux map;Enrichment map;Bivariate choropleth;Cartogram;Dot density map;Isopleth map;Kernel density surface map;Hexbin map;Connection map;Origin-destination flow map;Isochrone map;Voronoi / Thiessen polygon map;Moran scatterplot;Semivariogram;Kriging interpolation surface;Spatial scan cluster map;St
P191,Bathymetric map,,F08 Maps & spatial,S16,Values attached to geography,H,"Hybrid (instrument output, software-rendered)",niche,stub,EE,oceanography,marmap; GEBCO; oce,62,Choropleth map;Proportional symbol map;LISA cluster map;Small-multiple map series;Flow map;Metabolic flux map;Enrichment map;Bivariate choropleth;Cartogram;Dot density map;Isopleth map;Kernel density surface map;Hexbin map;Connection map;Origin-destination flow map;Isochrone map;Voronoi / Thiessen polygon map;Moran scatterplot;Semivariogram;Kriging interpolation surface;Spatial scan cluster map;St
P192,Space-time cube,,F08 Maps & spatial,S16,Values attached to geography,D,Data-driven,domain-signature,standard,SH;EE,human-geography;criminology,stcube (ArcGIS); cubble,62,Choropleth map;Proportional symbol map;LISA cluster map;Small-multiple map series;Flow map;Metabolic flux map;Enrichment map;Bivariate choropleth;Cartogram;Dot density map;Isopleth map;Kernel density surface map;Hexbin map;Connection map;Origin-destination flow map;Isochrone map;Voronoi / Thiessen polygon map;Moran scatterplot;Semivariogram;Kriging interpolation surface;Spatial scan cluster map;St
P193,Map projection comparison plot,,F08 Maps & spatial,S16,Values attached to geography,D,Data-driven,domain-signature,standard,EE;SH,physical-geography,sf; proj; d3-geo,62,Choropleth map;Proportional symbol map;LISA cluster map;Small-multiple map series;Flow map;Metabolic flux map;Enrichment map;Bivariate choropleth;Cartogram;Dot density map;Isopleth map;Kernel density surface map;Hexbin map;Connection map;Origin-destination flow map;Isochrone map;Voronoi / Thiessen polygon map;Moran scatterplot;Semivariogram;Kriging interpolation surface;Spatial scan cluster map;St
P194,Small-multiple map series,map matrix,F08 Maps & spatial,S16,Values attached to geography,D,Data-driven,cross-domain,standard,EE;SH;HM,remote-sensing;public-health,tmap::tm_facets; ggplot2::facet_wrap,62,Choropleth map;Proportional symbol map;LISA cluster map;Flow map;Metabolic flux map;Enrichment map;Bivariate choropleth;Cartogram;Dot density map;Isopleth map;Kernel density surface map;Hexbin map;Connection map;Origin-destination flow map;Isochrone map;Voronoi / Thiessen polygon map;Moran scatterplot;Semivariogram;Kriging interpolation surface;Spatial scan cluster map;Standardised mortality/incid
P195,Synoptic weather chart,surface pressure chart,F08 Maps & spatial,S16,Values attached to geography,H,"Hybrid (instrument output, software-rendered)",niche,stub,EE,atmospheric,MetPy; NCL; GrADS,62,Choropleth map;Proportional symbol map;LISA cluster map;Small-multiple map series;Flow map;Metabolic flux map;Enrichment map;Bivariate choropleth;Cartogram;Dot density map;Isopleth map;Kernel density surface map;Hexbin map;Connection map;Origin-destination flow map;Isochrone map;Voronoi / Thiessen polygon map;Moran scatterplot;Semivariogram;Kriging interpolation surface;Spatial scan cluster map;St
P196,Animal movement track map,telemetry track,F08 Maps & spatial,S16,Values attached to geography,D,Data-driven,domain-signature,standard,LS,zoology-behaviour;ecology,move; adehabitatLT; moveVis,62,Choropleth map;Proportional symbol map;LISA cluster map;Small-multiple map series;Flow map;Metabolic flux map;Enrichment map;Bivariate choropleth;Cartogram;Dot density map;Isopleth map;Kernel density surface map;Hexbin map;Connection map;Origin-destination flow map;Isochrone map;Voronoi / Thiessen polygon map;Moran scatterplot;Semivariogram;Kriging interpolation surface;Spatial scan cluster map;St
P197,Error bars,SD / SEM / 95% CI bars,F09 Uncertainty & Bayesian,S18,Effect estimates with uncertainty,D,Data-driven,universal,deep,LS;HM;PE;XM,biological-techniques;statistics,ggplot2::geom_errorbar; matplotlib.errorbar,25,Coefficient plot;Confidence ribbon;Forest plot;Caterpillar plot;Prediction interval plot;Tornado diagram;Gradient interval / eye plot / half-eye plot;Radial plot (Galbraith);Meta-regression bubble plot;Effect direction plot;Institutional funnel plot;Free energy landscape plot;Cost-effectiveness acceptability curve;Funnel plot (publication bias);Contour-enhanced funnel plot;L'Abbe plot;Baujat plot;
P198,Confidence ribbon,confidence band,F09 Uncertainty & Bayesian,S18,Effect estimates with uncertainty,D,Data-driven,universal,deep,ALL,statistics,ggplot2::geom_ribbon,25,Coefficient plot;Error bars;Forest plot;Caterpillar plot;Prediction interval plot;Tornado diagram;Gradient interval / eye plot / half-eye plot;Radial plot (Galbraith);Meta-regression bubble plot;Effect direction plot;Institutional funnel plot;Free energy landscape plot;Cost-effectiveness acceptability curve;Funnel plot (publication bias);Contour-enhanced funnel plot;L'Abbe plot;Baujat plot;League 
